Datum,SKU,Shop,Stav,Název v shopu,Cena v shopu,Měna,€ s DPH,€ bez DPH,DPH,Dostupnost,Zdroj,Poznámka,URL
2026-08-28,SH-105-FC,kupkolo.cz,OK,"Kliky Shimano 105, FC-R7100, 2x12s",2790.0,CZK,115.54,95.49,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/kliky-shimano-105-fc-r7100-2x12s_z119207/
2026-08-28,SH-105-CS,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-CS2,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-CN,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-105-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-STBR,kupkolo.cz,OK,"Řadicí a brzdová páka Shimano Ultegra Di2 2x12s, ST-R8170 + třmen BR-R8170",6990.0,CZK,289.46,239.23,21 %,skladem,jsonld,,https://www.kupkolo.cz/radici-a-brzdova-paka-shimano-ultegra-di2-2x12s-st-r8170-trmen-br-r8170_z122996/
2026-08-28,SH-ULT-RD,kupkolo.cz,OK,"Přehazovačka Shimano Ultegra, RD-R8150, 12s Di2",8990.0,CZK,372.29,307.68,21 %,skladem,jsonld,,https://www.kupkolo.cz/prehazovacka-shimano-ultegra-rd-r8150-12s-di2_z116563/
2026-08-28,SH-ULT-FD,kupkolo.cz,OK,"Přesmykač Shimano Ultegra, FD-R8150, 2x12 Di2",4499.0,CZK,186.31,153.97,21 %,skladem,jsonld,,https://www.kupkolo.cz/presmykac-shimano-ultegra-fd-r8150-2x12-di2_z116564/
2026-08-28,SH-ULT-FC,kupkolo.cz,OK,"Kliky Shimano Ultegra, FC-R8100",4379.0,CZK,181.34,149.87,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/kliky-shimano-ultegra-fc-r8100_z116228/
2026-08-28,SH-ULT-FC-PM,kupkolo.cz,OK,"Přední adaptér kot. brzdy a2z, PM/PM-180 F180",149.0,CZK,6.17,5.1,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/predni-adapter-kot-brzdy-a2z-pm-pm-180-f180_z3923/
2026-08-28,SH-ULT-CS,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-CN,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-ULT-SET-PM,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-STBR,kupkolo.cz,OK,"Řadicí a brzdová páka Shimano Dura-Ace Di2, ST-R9270 + třmen BR-R9270",9279.0,CZK,384.26,317.57,21 %,skladem,jsonld,,https://www.kupkolo.cz/radici-a-brzdova-paka-shimano-dura-ace-di2-st-r9270-trmen-br-r9270_z123165/
2026-08-28,SH-DA-RD,kupkolo.cz,OK,SHIMANO vnější vodítko (včetně šroubu) pro RD-R9250,349.0,CZK,14.45,11.94,21 %,skladem,jsonld,,https://www.kupkolo.cz/shimano-vnejsi-voditko-vcetne-sroubu-pro-rd-r9250_z138318/
2026-08-28,SH-DA-FD,kupkolo.cz,OK,"Přesmykač Shimano Dura-Ace, FD-R9250, 2x12 Di2",6379.0,CZK,264.16,218.32,21 %,skladem,jsonld,,https://www.kupkolo.cz/presmykac-shimano-dura-ace-fd-r9250-2x12-di2_z116539/
2026-08-28,SH-DA-FC,kupkolo.cz,OK,"Kliky Shimano Dura Ace, FC-R9200",9590.0,CZK,397.13,328.21,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/kliky-shimano-dura-ace-fc-r9200_z116149/
2026-08-28,SH-DA-FC-PM,kupkolo.cz,OK,"Přední adaptér kot. brzdy a2z, PM/PM-180 F180",149.0,CZK,6.17,5.1,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/predni-adapter-kot-brzdy-a2z-pm-pm-180-f180_z3923/
2026-08-28,SH-DA-CS,kupkolo.cz,OK,"Kazeta silniční Shimano Dura Ace, CS-R9200 - 12s",4990.0,CZK,206.64,170.78,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/kazeta-silnicni-shimano-dura-ace-cs-r9200-12s_z114733/
2026-08-28,SH-DA-CN,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-DA-SET-PM,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-BT-DN300,kupkolo.cz,OK,SHIMANO baterie Di2 / BT-DN300,2790.0,CZK,115.54,95.49,21 %,skladem,jsonld,,https://www.kupkolo.cz/shimano-baterie-di2-bt-dn300_z116543/
2026-08-28,SH-X-EW-EC300,kupkolo.cz,OK,"Shimano EW-EC300 nabíjecí konektor Di2/powermetr, 12s",890.0,CZK,36.86,30.46,21 %,skladem,jsonld,,https://www.kupkolo.cz/shimano-ew-ec300-nabijeci-konektor-di2-powermetr-12s_z116542/
2026-08-28,SH-X-RT-CL800,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SH-X-RT-CL900,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-STBR,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-RD,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FD,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-FC,kupkolo.cz,OK,"Kliky Sram RED E1, DUB 2x12s",14499.0,CZK,600.42,496.22,21 %,skladem,jsonld,,https://www.kupkolo.cz/kliky-sram-red-e1-dub-2x12s_z125689/
2026-08-28,SR-RED-FC-PM,kupkolo.cz,OK,"Kliky Sram RED E1, DUB 2x12s Quarq s powermetrem",25790.0,CZK,1068.0,882.64,21 %,skladem,jsonld,,https://www.kupkolo.cz/kliky-sram-red-e1-dub-2x12s-quarq-s-powermetrem_z125697/
2026-08-28,SR-RED-CS,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-CN,kupkolo.cz,OK,"Přesmykač Sram RED 22 Yaw, navářka, Chain Spotter, 2x11",2559.0,CZK,105.97,87.58,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/presmykac-sram-red-22-yaw-navarka-chain-spotter-2x11_z103083/
2026-08-28,SR-RED-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-SET-PM,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-STBR,kupkolo.cz,OK,Brzdový třmen SRAM FORCE AXS Flat mount,1890.0,CZK,78.27,64.68,21 %,skladem,jsonld,,https://www.kupkolo.cz/brzdovy-trmen-sram-force-axs-flat-mount_z120164/
2026-08-28,SR-FORCE-RD,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FD,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-FC,kupkolo.cz,OK,"Kliky Sram Force E1, DM DUB 2x12",8999.0,CZK,372.66,307.98,21 %,skladem,jsonld,,https://www.kupkolo.cz/kliky-sram-force-e1-dm-dub-2x12_z134824/
2026-08-28,SR-FORCE-FC-PM,kupkolo.cz,OK,"Kliky Sram Force E1 Powermetr, Thread mount DUB 2x12",18900.0,CZK,782.67,646.84,21 %,skladem,jsonld,,https://www.kupkolo.cz/kliky-sram-force-e1-powermetr-thread-mount-dub-2x12_z134825/
2026-08-28,SR-FORCE-CS,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-CN,kupkolo.cz,OK,"Přesmykač Sram Force 22 Yaw, navářka, Chain Spotter, 2x11",1290.0,CZK,53.42,44.15,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/presmykac-sram-force-22-yaw-navarka-chain-spotter-2x11_z95892/
2026-08-28,SR-FORCE-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-SET-PM,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-STBR,kupkolo.cz,OK,Servisní sada pro Sram Brzdový třmen Rival AXS,549.0,CZK,22.73,18.79,21 %,skladem,jsonld,,https://www.kupkolo.cz/servisni-sada-pro-sram-brzdovy-trmen-rival-axs_z122150/
2026-08-28,SR-RIVAL-RD,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FD,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-FC,kupkolo.cz,OK,"Kliky Sram Rival E1, DM DUB 2x12",3990.0,CZK,165.23,136.55,21 %,skladem,jsonld,,https://www.kupkolo.cz/kliky-sram-rival-e1-dm-dub-2x12_z134829/
2026-08-28,SR-RIVAL-FC-PM,kupkolo.cz,OK,"Kliky Sram Rival E1, DM DUB 2x12 s Powermetrem",6990.0,CZK,289.46,239.23,21 %,skladem,jsonld,,https://www.kupkolo.cz/kliky-sram-rival-e1-dm-dub-2x12-s-powermetrem_z134837/
2026-08-28,SR-RIVAL-CS,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-CN,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-SET,kupkolo.cz,OK,Servisní sada pro Sram Brzdový třmen Rival AXS,549.0,CZK,22.73,18.79,21 %,skladem,jsonld,ověřit variantu,https://www.kupkolo.cz/servisni-sada-pro-sram-brzdovy-trmen-rival-axs_z122150/
2026-08-28,SR-RIVAL-SET-PM,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-FORCE-D2-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RIVAL-D1-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-RED-D1-SET,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-BATTERY,kupkolo.cz,OK,"SRAM baterie eTAP/AXS (pro přehazovačku nebo přesmykač), 1kus",1129.0,CZK,46.75,38.64,21 %,skladem,jsonld,,https://www.kupkolo.cz/sram-baterie-etap-axs-pro-prehazovacku-nebo-presmykac-1kus_z100168/
2026-08-28,SR-X-CHARGER,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-PACELINE-160,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-PACELINE-X-160,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
2026-08-28,SR-X-CENTERLINE-XR-160,kupkolo.cz,nenalezeno,,,,,,21 %,?,,,
